transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,province,date,day,month,year,day_of_week,season,is_holiday
TXN_4118157,Refresher,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-05-23,Saskatchewan,2023-05-23,23,5,2023,Tuesday,spring,False
TXN_9480245,Tea,3.0,3.0,9.0,Credit Card,In-store,2023-09-18,Saskatchewan,2023-09-18,18,9,2023,Monday,fall,False
TXN_8551419,Juice,5.0,4.5,22.5,Credit Card,In-store,2023-05-26,British Columbia,2023-05-26,26,5,2023,Friday,spring,False
TXN_4171890,Coffee,4.0,3.5,14.0,Credit Card,Takeaway,2023-09-12,British Columbia,2023-09-12,12,9,2023,Tuesday,fall,False
TXN_5994135,Refresher,1.0,5.0,5.0,Cash,In-store,2023-07-26,British Columbia,2023-07-26,26,7,2023,Wednesday,summer,False
TXN_8939234,Juice,1.0,4.5,4.5,Digital Wallet,Takeaway,2023-03-10,Saskatchewan,2023-03-10,10,3,2023,Friday,spring,False
TXN_8707882,Tea,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-01,Newfoundland,2023-01-01,1,1,2023,Sunday,winter,True
TXN_4799107,Refresher,2.0,5.0,10.0,Cash,In-store,2023-08-06,Newfoundland,2023-08-06,6,8,2023,Sunday,summer,False
TXN_3096609,Refresher,4.0,5.0,20.0,Cash,In-store,2023-09-08,Manitoba,2023-09-08,8,9,2023,Friday,fall,False
TXN_4990558,Tea,4.0,3.0,12.0,Cash,In-store,2023-03-31,Manitoba,2023-03-31,31,3,2023,Friday,spring,False
TXN_6048448,Tea,1.0,3.0,3.0,Cash,In-store,2023-05-12,Manitoba,2023-05-12,12,5,2023,Friday,spring,False
TXN_7840637,Sandwich,1.0,8.0,8.0,Credit Card,In-store,2023-11-20,Saskatchewan,2023-11-20,20,11,2023,Monday,fall,False
TXN_7633216,Tea,2.0,3.0,6.0,Cash,In-store,2023-10-26,Manitoba,2023-10-26,26,10,2023,Thursday,fall,False
TXN_9815776,Juice,3.0,4.5,13.5,Digital Wallet,Takeaway,2023-08-04,British Columbia,2023-08-04,4,8,2023,Friday,summer,False
TXN_5189684,Donut,4.0,2.0,8.0,Credit Card,In-store,2023-01-27,Manitoba,2023-01-27,27,1,2023,Friday,winter,False
TXN_6966505,Coffee,2.0,3.5,7.0,Credit Card,In-store,2023-07-14,British Columbia,2023-07-14,14,7,2023,Friday,summer,False
TXN_2221028,Tea,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-08-30,British Columbia,2023-08-30,30,8,2023,Wednesday,summer,False
TXN_6184753,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-11-01,British Columbia,2023-11-01,1,11,2023,Wednesday,fall,False
TXN_4641378,Cookie,1.0,2.5,2.5,Digital Wallet,In-store,2023-11-08,Manitoba,2023-11-08,8,11,2023,Wednesday,fall,False
TXN_8972935,Coffee,2.0,3.5,7.0,Digital Wallet,In-store,2023-02-13,Manitoba,2023-02-13,13,2,2023,Monday,winter,False
TXN_7874466,Cookie,4.0,2.5,10.0,Digital Wallet,Takeaway,2023-12-09,British Columbia,2023-12-09,9,12,2023,Saturday,winter,False
TXN_3877810,Salad,1.0,9.0,9.0,Credit Card,In-store,2023-03-25,British Columbia,2023-03-25,25,3,2023,Saturday,spring,False
TXN_4113291,Sandwich,3.0,8.0,24.0,Digital Wallet,Takeaway,2023-06-05,British Columbia,2023-06-05,5,6,2023,Monday,summer,False
TXN_4992934,Coffee,1.0,3.5,3.5,Digital Wallet,Takeaway,2023-05-25,Newfoundland,2023-05-25,25,5,2023,Thursday,spring,False
TXN_5236183,Tea,2.0,3.0,6.0,Credit Card,Takeaway,2023-02-14,British Columbia,2023-02-14,14,2,2023,Tuesday,winter,False
TXN_9721027,Coffee,2.0,3.5,7.0,Credit Card,In-store,2023-03-03,Saskatchewan,2023-03-03,3,3,2023,Friday,spring,False
TXN_4396305,Donut,4.0,2.0,8.0,Credit Card,In-store,2023-10-27,British Columbia,2023-10-27,27,10,2023,Friday,fall,False
TXN_4614829,Refresher,2.0,5.0,10.0,Credit Card,In-store,2023-04-27,Saskatchewan,2023-04-27,27,4,2023,Thursday,spring,False
TXN_4770389,Coffee,1.0,3.5,3.5,Digital Wallet,Takeaway,2023-01-10,British Columbia,2023-01-10,10,1,2023,Tuesday,winter,False
TXN_3419525,Sandwich,3.0,8.0,24.0,Digital Wallet,Takeaway,2023-05-08,Newfoundland,2023-05-08,8,5,2023,Monday,spring,False
TXN_1198790,Salad,2.0,9.0,18.0,Credit Card,In-store,2023-01-30,Saskatchewan,2023-01-30,30,1,2023,Monday,winter,False
TXN_8115911,Salad,1.0,9.0,9.0,Credit Card,In-store,2023-09-22,Saskatchewan,2023-09-22,22,9,2023,Friday,fall,False
TXN_7469523,Tea,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-15,Newfoundland,2023-06-15,15,6,2023,Thursday,summer,False
TXN_5247062,Refresher,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-07,British Columbia,2023-04-07,7,4,2023,Friday,spring,True
TXN_2738536,Donut,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-04-18,British Columbia,2023-04-18,18,4,2023,Tuesday,spring,False
TXN_2296439,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-01-05,British Columbia,2023-01-05,5,1,2023,Thursday,winter,False
TXN_3857794,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-01-18,Saskatchewan,2023-01-18,18,1,2023,Wednesday,winter,False
TXN_7014075,Tea,3.0,3.0,9.0,Credit Card,In-store,2023-10-04,British Columbia,2023-10-04,4,10,2023,Wednesday,fall,False
TXN_1517391,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-02-09,Saskatchewan,2023-02-09,9,2,2023,Thursday,winter,False
TXN_9045201,Donut,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-02-24,Manitoba,2023-02-24,24,2,2023,Friday,winter,False
TXN_7654348,Sandwich,1.0,8.0,8.0,Digital Wallet,In-store,2023-06-21,Newfoundland,2023-06-21,21,6,2023,Wednesday,summer,False
TXN_1892949,Sandwich,1.0,8.0,8.0,Credit Card,Takeaway,2023-07-17,Saskatchewan,2023-07-17,17,7,2023,Monday,summer,False
TXN_8237622,Coffee,1.0,3.5,3.5,Digital Wallet,Takeaway,2023-04-28,Saskatchewan,2023-04-28,28,4,2023,Friday,spring,False
TXN_6167112,Cookie,2.0,2.5,5.0,Credit Card,Takeaway,2023-11-25,Saskatchewan,2023-11-25,25,11,2023,Saturday,fall,False
TXN_5989969,Coffee,1.0,3.5,3.5,Cash,In-store,2023-04-10,Ontario,2023-04-10,10,4,2023,Monday,spring,False
TXN_8093491,Cookie,1.0,2.5,2.5,Credit Card,In-store,2023-07-16,British Columbia,2023-07-16,16,7,2023,Sunday,summer,False
TXN_6917746,Tea,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-06,Saskatchewan,2023-10-06,6,10,2023,Friday,fall,False
TXN_4137337,Coffee,2.0,3.5,7.0,Credit Card,Takeaway,2023-12-01,Newfoundland,2023-12-01,1,12,2023,Friday,winter,False
TXN_4808284,Donut,3.0,2.0,6.0,Credit Card,Takeaway,2023-02-16,British Columbia,2023-02-16,16,2,2023,Thursday,winter,False
TXN_8462520,Tea,1.0,3.0,3.0,Digital Wallet,In-store,2023-04-06,British Columbia,2023-04-06,6,4,2023,Thursday,spring,False
TXN_6896271,Coffee,1.0,3.5,3.5,Digital Wallet,Takeaway,2023-12-08,Newfoundland,2023-12-08,8,12,2023,Friday,winter,False
TXN_7253731,Sandwich,3.0,8.0,24.0,Credit Card,In-store,2023-01-27,British Columbia,2023-01-27,27,1,2023,Friday,winter,False
TXN_2388575,Salad,3.0,9.0,27.0,Cash,Takeaway,2023-02-07,Saskatchewan,2023-02-07,7,2,2023,Tuesday,winter,False
TXN_2808607,Cookie,5.0,2.5,12.5,Credit Card,In-store,2023-07-20,Newfoundland,2023-07-20,20,7,2023,Thursday,summer,False
TXN_7427409,Salad,1.0,9.0,9.0,Credit Card,Takeaway,2023-08-08,British Columbia,2023-08-08,8,8,2023,Tuesday,summer,False
TXN_3097861,Juice,1.0,4.5,4.5,Credit Card,Takeaway,2023-07-25,British Columbia,2023-07-25,25,7,2023,Tuesday,summer,False
TXN_5300753,Juice,3.0,4.5,13.5,Credit Card,In-store,2023-10-06,British Columbia,2023-10-06,6,10,2023,Friday,fall,False
TXN_5553352,Donut,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-06-15,British Columbia,2023-06-15,15,6,2023,Thursday,summer,False
TXN_5112665,Juice,4.0,4.5,18.0,Cash,In-store,2023-03-29,British Columbia,2023-03-29,29,3,2023,Wednesday,spring,False
TXN_5554604,Sandwich,2.0,8.0,16.0,Digital Wallet,In-store,2023-05-15,British Columbia,2023-05-15,15,5,2023,Monday,spring,False
TXN_8869253,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-12-25,British Columbia,2023-12-25,25,12,2023,Monday,winter,True
TXN_1183507,Salad,3.0,9.0,27.0,Credit Card,In-store,2023-10-24,British Columbia,2023-10-24,24,10,2023,Tuesday,fall,False
TXN_8111885,Coffee,5.0,3.5,17.5,Digital Wallet,Takeaway,2023-04-29,Saskatchewan,2023-04-29,29,4,2023,Saturday,spring,False
TXN_1696288,Sandwich,1.0,8.0,8.0,Credit Card,In-store,2023-02-14,Saskatchewan,2023-02-14,14,2,2023,Tuesday,winter,False
TXN_6343939,Cookie,3.0,2.5,7.5,Credit Card,In-store,2023-02-13,Newfoundland,2023-02-13,13,2,2023,Monday,winter,False
TXN_8662555,Tea,4.0,3.0,12.0,Credit Card,In-store,2023-03-15,British Columbia,2023-03-15,15,3,2023,Wednesday,spring,False
TXN_6377252,Donut,1.0,2.0,2.0,Credit Card,In-store,2023-11-28,Newfoundland,2023-11-28,28,11,2023,Tuesday,fall,False
TXN_8056169,Donut,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-05-25,Newfoundland,2023-05-25,25,5,2023,Thursday,spring,False
TXN_8139101,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-11-18,British Columbia,2023-11-18,18,11,2023,Saturday,fall,False
TXN_4603217,Coffee,2.0,3.5,7.0,Credit Card,Takeaway,2023-02-21,British Columbia,2023-02-21,21,2,2023,Tuesday,winter,False
TXN_7609020,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-11-21,Newfoundland,2023-11-21,21,11,2023,Tuesday,fall,False
TXN_4047686,Tea,2.0,3.0,6.0,Digital Wallet,In-store,2023-08-07,British Columbia,2023-08-07,7,8,2023,Monday,summer,False
TXN_2753908,Coffee,2.0,3.5,7.0,Credit Card,Takeaway,2023-10-04,Newfoundland,2023-10-04,4,10,2023,Wednesday,fall,False
TXN_5801742,Sandwich,1.0,8.0,8.0,Cash,In-store,2023-12-23,Newfoundland,2023-12-23,23,12,2023,Saturday,winter,False
TXN_5333530,Donut,3.0,2.0,6.0,Credit Card,In-store,2023-11-06,British Columbia,2023-11-06,6,11,2023,Monday,fall,False
TXN_7962730,Coffee,3.0,3.5,10.5,Cash,Takeaway,2023-08-20,Manitoba,2023-08-20,20,8,2023,Sunday,summer,False
TXN_3235990,Donut,2.0,2.0,4.0,Cash,In-store,2023-03-07,Newfoundland,2023-03-07,7,3,2023,Tuesday,spring,True
TXN_1407180,Tea,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-24,Manitoba,2023-10-24,24,10,2023,Tuesday,fall,False
TXN_9319276,Salad,2.0,9.0,18.0,Credit Card,In-store,2023-09-25,British Columbia,2023-09-25,25,9,2023,Monday,fall,False
TXN_6919593,Sandwich,1.0,8.0,8.0,Cash,In-store,2023-12-19,Saskatchewan,2023-12-19,19,12,2023,Tuesday,winter,False
TXN_1940424,Salad,2.0,9.0,18.0,Digital Wallet,In-store,2023-01-05,British Columbia,2023-01-05,5,1,2023,Thursday,winter,False
TXN_2212053,Coffee,1.0,3.5,3.5,Digital Wallet,In-store,2023-11-23,Newfoundland,2023-11-23,23,11,2023,Thursday,fall,False
TXN_5832217,Sandwich,1.0,8.0,8.0,Credit Card,In-store,2023-12-28,Manitoba,2023-12-28,28,12,2023,Thursday,winter,False
TXN_5043593,Donut,1.0,2.0,2.0,Cash,Takeaway,2023-03-08,British Columbia,2023-03-08,8,3,2023,Wednesday,spring,False
TXN_6194449,Tea,4.0,3.0,12.0,Digital Wallet,In-store,2023-01-20,Newfoundland,2023-01-20,20,1,2023,Friday,winter,False
TXN_7613697,Sandwich,5.0,8.0,40.0,Credit Card,Takeaway,2023-07-18,British Columbia,2023-07-18,18,7,2023,Tuesday,summer,False
TXN_4317300,Coffee,2.0,3.5,7.0,Digital Wallet,Takeaway,2023-08-02,Newfoundland,2023-08-02,2,8,2023,Wednesday,summer,False
TXN_2418945,Coffee,4.0,3.5,14.0,Credit Card,In-store,2023-12-15,Manitoba,2023-12-15,15,12,2023,Friday,winter,False
TXN_9354969,Coffee,4.0,3.5,14.0,Credit Card,In-store,2023-05-13,Newfoundland,2023-05-13,13,5,2023,Saturday,spring,False
TXN_3507974,Coffee,3.0,3.5,10.5,Cash,In-store,2023-06-15,British Columbia,2023-06-15,15,6,2023,Thursday,summer,False
TXN_2196963,Refresher,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-20,British Columbia,2023-10-20,20,10,2023,Friday,fall,False
TXN_9276772,Tea,1.0,3.0,3.0,Cash,In-store,2023-11-16,Newfoundland,2023-11-16,16,11,2023,Thursday,fall,False
TXN_5854929,Refresher,1.0,5.0,5.0,Credit Card,In-store,2023-06-19,Saskatchewan,2023-06-19,19,6,2023,Monday,summer,False
TXN_9709274,Refresher,4.0,5.0,20.0,Credit Card,Takeaway,2023-08-13,Saskatchewan,2023-08-13,13,8,2023,Sunday,summer,False
TXN_1419312,Tea,2.0,3.0,6.0,Cash,In-store,2023-06-30,Saskatchewan,2023-06-30,30,6,2023,Friday,summer,False
TXN_5566307,Coffee,3.0,3.5,10.5,Credit Card,Takeaway,2023-12-13,Saskatchewan,2023-12-13,13,12,2023,Wednesday,winter,False
TXN_6072700,Sandwich,3.0,8.0,24.0,Credit Card,In-store,2023-05-08,British Columbia,2023-05-08,8,5,2023,Monday,spring,False
TXN_8958405,Tea,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-02-16,Newfoundland,2023-02-16,16,2,2023,Thursday,winter,False
TXN_2481807,Coffee,1.0,3.5,3.5,Digital Wallet,Takeaway,2023-02-07,Newfoundland,2023-02-07,7,2,2023,Tuesday,winter,False
TXN_7710787,Sandwich,1.0,8.0,8.0,Cash,In-store,2023-05-05,British Columbia,2023-05-05,5,5,2023,Friday,spring,False
TXN_4988603,Sandwich,2.0,8.0,16.0,Digital Wallet,In-store,2023-04-01,Saskatchewan,2023-04-01,1,4,2023,Saturday,spring,False
TXN_4973107,Salad,3.0,9.0,27.0,Credit Card,In-store,2023-04-21,Manitoba,2023-04-21,21,4,2023,Friday,spring,False
TXN_5525704,Cookie,1.0,2.5,2.5,Credit Card,In-store,2023-07-12,Saskatchewan,2023-07-12,12,7,2023,Wednesday,summer,False
TXN_5947350,Sandwich,1.0,8.0,8.0,Digital Wallet,Takeaway,2023-10-18,Newfoundland,2023-10-18,18,10,2023,Wednesday,fall,False
TXN_1896579,Donut,2.0,2.0,4.0,Credit Card,In-store,2023-07-10,British Columbia,2023-07-10,10,7,2023,Monday,summer,False
TXN_7052164,Refresher,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-10,British Columbia,2023-01-10,10,1,2023,Tuesday,winter,False
TXN_4145731,Coffee,2.0,3.5,7.0,Credit Card,In-store,2023-06-13,Manitoba,2023-06-13,13,6,2023,Tuesday,summer,False
TXN_4235274,Cookie,3.0,2.5,7.5,Credit Card,In-store,2023-08-24,British Columbia,2023-08-24,24,8,2023,Thursday,summer,False
TXN_3728571,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-05-03,Newfoundland,2023-05-03,3,5,2023,Wednesday,spring,False
TXN_6841640,Tea,3.0,3.0,9.0,Cash,Takeaway,2023-07-27,British Columbia,2023-07-27,27,7,2023,Thursday,summer,False
TXN_4167856,Donut,3.0,2.0,6.0,Cash,In-store,2023-07-05,Saskatchewan,2023-07-05,5,7,2023,Wednesday,summer,False
TXN_3267250,Juice,1.0,4.5,4.5,Cash,In-store,2023-09-21,Newfoundland,2023-09-21,21,9,2023,Thursday,fall,False
TXN_4635596,Sandwich,1.0,8.0,8.0,Credit Card,In-store,2023-07-18,Newfoundland,2023-07-18,18,7,2023,Tuesday,summer,False
TXN_1000310,Coffee,1.0,3.5,3.5,Digital Wallet,In-store,2023-10-03,British Columbia,2023-10-03,3,10,2023,Tuesday,fall,False
TXN_5478659,Tea,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-06,Newfoundland,2023-09-06,6,9,2023,Wednesday,fall,False
TXN_9283656,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-09-22,Manitoba,2023-09-22,22,9,2023,Friday,fall,False
TXN_7934895,Donut,3.0,2.0,6.0,Cash,In-store,2023-06-15,Saskatchewan,2023-06-15,15,6,2023,Thursday,summer,False
TXN_3592767,Salad,1.0,9.0,9.0,Cash,In-store,2023-09-06,Newfoundland,2023-09-06,6,9,2023,Wednesday,fall,False
TXN_4288515,Tea,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-08,Manitoba,2023-08-08,8,8,2023,Tuesday,summer,False
TXN_5001852,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-08-09,Saskatchewan,2023-08-09,9,8,2023,Wednesday,summer,False
TXN_5352924,Coffee,1.0,3.5,3.5,Cash,In-store,2023-05-15,Saskatchewan,2023-05-15,15,5,2023,Monday,spring,False
TXN_4325204,Donut,1.0,2.0,2.0,Credit Card,Takeaway,2023-12-27,British Columbia,2023-12-27,27,12,2023,Wednesday,winter,False
TXN_7871307,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-05-09,Newfoundland,2023-05-09,9,5,2023,Tuesday,spring,False
TXN_8162619,Salad,2.0,9.0,18.0,Cash,In-store,2023-03-08,Manitoba,2023-03-08,8,3,2023,Wednesday,spring,False
TXN_3477302,Coffee,1.0,3.5,3.5,Digital Wallet,In-store,2023-11-10,Newfoundland,2023-11-10,10,11,2023,Friday,fall,False
TXN_9530453,Juice,2.0,4.5,9.0,Credit Card,In-store,2023-07-31,Manitoba,2023-07-31,31,7,2023,Monday,summer,False
TXN_4624883,Salad,4.0,9.0,36.0,Credit Card,In-store,2023-04-27,British Columbia,2023-04-27,27,4,2023,Thursday,spring,False
TXN_1287236,Tea,3.0,3.0,9.0,Cash,In-store,2023-04-15,Newfoundland,2023-04-15,15,4,2023,Saturday,spring,False
TXN_2145591,Donut,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-08-04,Newfoundland,2023-08-04,4,8,2023,Friday,summer,False
TXN_7019066,Coffee,2.0,3.5,7.0,Credit Card,In-store,2023-01-24,Newfoundland,2023-01-24,24,1,2023,Tuesday,winter,False
TXN_6890383,Refresher,2.0,5.0,10.0,Cash,In-store,2023-08-31,Saskatchewan,2023-08-31,31,8,2023,Thursday,summer,False
TXN_6560790,Refresher,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-03-16,Saskatchewan,2023-03-16,16,3,2023,Thursday,spring,False
TXN_6689145,Donut,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-06-27,Manitoba,2023-06-27,27,6,2023,Tuesday,summer,False
TXN_9763004,Cookie,3.0,2.5,7.5,Credit Card,Takeaway,2023-01-26,Newfoundland,2023-01-26,26,1,2023,Thursday,winter,False
TXN_9649682,Tea,1.0,3.0,3.0,Credit Card,Takeaway,2023-05-12,Manitoba,2023-05-12,12,5,2023,Friday,spring,False
TXN_6797985,Sandwich,1.0,8.0,8.0,Digital Wallet,Takeaway,2023-07-07,Manitoba,2023-07-07,7,7,2023,Friday,summer,False
TXN_9343528,Coffee,2.0,3.5,7.0,Cash,Takeaway,2023-05-08,Newfoundland,2023-05-08,8,5,2023,Monday,spring,False
TXN_4021442,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-08-04,British Columbia,2023-08-04,4,8,2023,Friday,summer,False
TXN_6591298,Coffee,2.0,3.5,7.0,Digital Wallet,Takeaway,2023-12-23,British Columbia,2023-12-23,23,12,2023,Saturday,winter,False
TXN_1936171,Tea,4.0,3.0,12.0,Cash,In-store,2023-03-07,Manitoba,2023-03-07,7,3,2023,Tuesday,spring,True
TXN_5386977,Tea,2.0,3.0,6.0,Cash,In-store,2023-10-27,British Columbia,2023-10-27,27,10,2023,Friday,fall,False
TXN_5311252,Tea,4.0,3.0,12.0,Digital Wallet,In-store,2023-03-31,British Columbia,2023-03-31,31,3,2023,Friday,spring,False
TXN_3953983,Coffee,5.0,3.5,17.5,Cash,In-store,2023-02-18,Saskatchewan,2023-02-18,18,2,2023,Saturday,winter,False
TXN_4382457,Sandwich,2.0,8.0,16.0,Credit Card,In-store,2023-09-01,British Columbia,2023-09-01,1,9,2023,Friday,fall,False
TXN_5335726,Coffee,2.0,3.5,7.0,Cash,In-store,2023-12-25,Newfoundland,2023-12-25,25,12,2023,Monday,winter,True
TXN_4593350,Coffee,1.0,3.5,3.5,Digital Wallet,Takeaway,2023-03-23,British Columbia,2023-03-23,23,3,2023,Thursday,spring,False
TXN_8143538,Donut,2.0,2.0,4.0,Credit Card,Takeaway,2023-09-27,Newfoundland,2023-09-27,27,9,2023,Wednesday,fall,False
TXN_2807802,Coffee,2.0,3.5,7.0,Cash,In-store,2023-12-21,British Columbia,2023-12-21,21,12,2023,Thursday,winter,False
TXN_1098343,Tea,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-20,British Columbia,2023-06-20,20,6,2023,Tuesday,summer,False
TXN_9319608,Cookie,1.0,2.5,2.5,Digital Wallet,In-store,2023-05-23,British Columbia,2023-05-23,23,5,2023,Tuesday,spring,False
TXN_8632645,Refresher,1.0,5.0,5.0,Digital Wallet,In-store,2023-06-19,Newfoundland,2023-06-19,19,6,2023,Monday,summer,False
TXN_7564570,Sandwich,5.0,8.0,40.0,Credit Card,In-store,2023-12-15,British Columbia,2023-12-15,15,12,2023,Friday,winter,False
TXN_6690960,Coffee,2.0,3.5,7.0,Digital Wallet,In-store,2023-03-16,Newfoundland,2023-03-16,16,3,2023,Thursday,spring,False
TXN_4282347,Sandwich,3.0,8.0,24.0,Credit Card,In-store,2023-11-16,British Columbia,2023-11-16,16,11,2023,Thursday,fall,False
TXN_4560761,Refresher,4.0,5.0,20.0,Credit Card,In-store,2023-09-12,Saskatchewan,2023-09-12,12,9,2023,Tuesday,fall,False
TXN_1212575,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-10-20,British Columbia,2023-10-20,20,10,2023,Friday,fall,False
TXN_8697297,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-05-17,Manitoba,2023-05-17,17,5,2023,Wednesday,spring,False
TXN_6445283,Coffee,4.0,3.5,14.0,Credit Card,In-store,2023-01-30,Newfoundland,2023-01-30,30,1,2023,Monday,winter,False
TXN_4882697,Tea,5.0,3.0,15.0,Cash,In-store,2023-07-04,British Columbia,2023-07-04,4,7,2023,Tuesday,summer,False
TXN_8360513,Donut,3.0,2.0,6.0,Credit Card,In-store,2023-03-03,Newfoundland,2023-03-03,3,3,2023,Friday,spring,False
TXN_7314769,Sandwich,2.0,8.0,16.0,Credit Card,In-store,2023-03-09,British Columbia,2023-03-09,9,3,2023,Thursday,spring,False
TXN_4135466,Tea,2.0,3.0,6.0,Cash,In-store,2023-05-10,Manitoba,2023-05-10,10,5,2023,Wednesday,spring,False
TXN_3827541,Coffee,2.0,3.5,7.0,Cash,In-store,2023-10-24,British Columbia,2023-10-24,24,10,2023,Tuesday,fall,False
TXN_9322884,Sandwich,1.0,8.0,8.0,Digital Wallet,Takeaway,2023-01-31,Manitoba,2023-01-31,31,1,2023,Tuesday,winter,False
TXN_5022256,Sandwich,5.0,8.0,40.0,Credit Card,In-store,2023-06-20,Newfoundland,2023-06-20,20,6,2023,Tuesday,summer,False
TXN_4013514,Donut,4.0,2.0,8.0,Cash,Takeaway,2023-02-24,British Columbia,2023-02-24,24,2,2023,Friday,winter,False
TXN_1525065,Juice,2.0,4.5,9.0,Digital Wallet,In-store,2023-01-03,Saskatchewan,2023-01-03,3,1,2023,Tuesday,winter,False
TXN_3980310,Tea,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-11,Newfoundland,2023-01-11,11,1,2023,Wednesday,winter,False
TXN_4047794,Tea,1.0,3.0,3.0,Credit Card,In-store,2023-05-26,British Columbia,2023-05-26,26,5,2023,Friday,spring,False
TXN_7396422,Tea,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-04-14,Manitoba,2023-04-14,14,4,2023,Friday,spring,False
TXN_4033802,Donut,1.0,2.0,2.0,Cash,In-store,2023-09-12,British Columbia,2023-09-12,12,9,2023,Tuesday,fall,False
TXN_8216098,Sandwich,1.0,8.0,8.0,Digital Wallet,Takeaway,2023-01-30,British Columbia,2023-01-30,30,1,2023,Monday,winter,False
TXN_7078942,Sandwich,1.0,8.0,8.0,Credit Card,In-store,2023-02-09,British Columbia,2023-02-09,9,2,2023,Thursday,winter,False
TXN_2794980,Cookie,1.0,2.5,2.5,Credit Card,In-store,2023-01-27,British Columbia,2023-01-27,27,1,2023,Friday,winter,False
TXN_7250500,Salad,3.0,9.0,27.0,Digital Wallet,Takeaway,2023-07-07,Newfoundland,2023-07-07,7,7,2023,Friday,summer,False
TXN_1590598,Refresher,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-26,Newfoundland,2023-01-26,26,1,2023,Thursday,winter,False
TXN_1204294,Tea,4.0,3.0,12.0,Credit Card,In-store,2023-03-13,British Columbia,2023-03-13,13,3,2023,Monday,spring,False
TXN_1026022,Coffee,2.0,3.5,7.0,Digital Wallet,Takeaway,2023-08-08,Manitoba,2023-08-08,8,8,2023,Tuesday,summer,False
TXN_7965603,Juice,4.0,4.5,18.0,Credit Card,In-store,2023-06-26,British Columbia,2023-06-26,26,6,2023,Monday,summer,False
TXN_8510769,Coffee,1.0,3.5,3.5,Digital Wallet,In-store,2023-12-19,Manitoba,2023-12-19,19,12,2023,Tuesday,winter,False
TXN_4042565,Salad,1.0,9.0,9.0,Digital Wallet,In-store,2023-08-30,Saskatchewan,2023-08-30,30,8,2023,Wednesday,summer,False
TXN_3367590,Coffee,1.0,3.5,3.5,Credit Card,In-store,2023-02-08,Manitoba,2023-02-08,8,2,2023,Wednesday,winter,False
TXN_6177057,Coffee,5.0,3.5,17.5,Cash,In-store,2023-06-15,Newfoundland,2023-06-15,15,6,2023,Thursday,summer,False
TXN_9294744,Tea,4.0,3.0,12.0,Cash,In-store,2023-05-26,Manitoba,2023-05-26,26,5,2023,Friday,spring,False
TXN_8716431,Coffee,2.0,3.5,7.0,Credit Card,In-store,2023-05-30,British Columbia,2023-05-30,30,5,2023,Tuesday,spring,False
TXN_4515887,Cookie,2.0,2.5,5.0,Cash,In-store,2023-02-20,Manitoba,2023-02-20,20,2,2023,Monday,winter,False
TXN_7933911,Salad,1.0,9.0,9.0,Credit Card,In-store,2023-04-14,Manitoba,2023-04-14,14,4,2023,Friday,spring,False
TXN_8812807,Juice,2.0,4.5,9.0,Cash,In-store,2023-07-02,Manitoba,2023-07-02,2,7,2023,Sunday,summer,False
TXN_6965436,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-03-20,Newfoundland,2023-03-20,20,3,2023,Monday,spring,False
TXN_3144785,Donut,1.0,2.0,2.0,Credit Card,In-store,2023-09-04,Newfoundland,2023-09-04,4,9,2023,Monday,fall,True
