source_row_number,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,transaction_month,weekday_name,day_type,province,duplicate_transaction_id_flag,missing_date_flag,item_imputed_flag,quantity_repaired_flag,price_per_unit_repaired_flag,total_spent_repaired_flag,unknown_payment_flag,unknown_location_flag,unknown_province_flag,revenue_mismatch_flag,item_price_mismatch_flag
2849,TXN_1700710,Tea,1,3.0,3.0,Cash,In-store,2023-05-08,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2850,TXN_8954410,Refresher,1,5.0,5.0,Credit Card,In-store,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
2851,TXN_6074152,Sandwich,1,8.0,8.0,Credit Card,In-store,,,,,Manitoba,False,True,False,False,False,False,False,False,False,False,False
2852,TXN_9217590,Donut,1,2.0,2.0,Digital Wallet,Takeaway,2023-08-15,2023-08,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2853,TXN_1753182,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-02-28,2023-02,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2854,TXN_4438247,Coffee,5,3.5,17.5,Credit Card,In-store,2023-03-27,2023-03,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2855,TXN_3876908,Sandwich,1,8.0,8.0,Digital Wallet,Takeaway,2023-06-29,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2856,TXN_4255678,Donut,3,2.0,6.0,Credit Card,In-store,2023-05-29,2023-05,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2857,TXN_3737690,Cookie,2,2.5,5.0,Cash,In-store,2023-09-11,2023-09,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2858,TXN_8556273,Cookie,2,2.5,5.0,Credit Card,Takeaway,2023-03-10,2023-03,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2859,TXN_3382167,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-03-27,2023-03,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2860,TXN_2728090,Sandwich,1,8.0,8.0,Cash,In-store,2023-03-22,2023-03,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2861,TXN_7167646,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-07-03,2023-07,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2862,TXN_9211965,Tea,3,3.0,9.0,Cash,Unknown Location,2023-11-14,2023-11,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2863,TXN_4131541,Cookie,1,2.5,2.5,Digital Wallet,In-store,2023-10-20,2023-10,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2864,TXN_8451896,Donut,2,2.0,4.0,Unknown Payment,In-store,2023-08-10,2023-08,Thursday,Weekday,Manitoba,False,False,False,False,False,False,True,False,False,False,False
2865,TXN_4443030,Salad,1,9.0,9.0,Cash,In-store,2023-09-01,2023-09,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2866,TXN_4001891,Refresher,2,5.0,10.0,Credit Card,Takeaway,2023-06-03,2023-06,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2867,TXN_8281447,Donut,2,2.0,4.0,Digital Wallet,In-store,2023-11-09,2023-11,Thursday,Weekday,Saskatchewan,False,False,False,True,False,False,False,False,False,False,False
2868,TXN_2339431,Coffee,3,3.5,10.5,Digital Wallet,In-store,2023-06-25,2023-06,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2869,TXN_3323806,Donut,1,2.0,2.0,Cash,In-store,2023-07-30,2023-07,Sunday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2870,TXN_7027078,Coffee,1,3.5,3.5,Credit Card,In-store,2023-06-16,2023-06,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2871,TXN_7736428,Donut,2,2.0,4.0,Cash,Takeaway,2023-11-23,2023-11,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2872,TXN_1994304,Salad,5,9.0,45.0,Credit Card,In-store,2023-05-02,2023-05,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2873,TXN_4183572,Sandwich,1,8.0,8.0,Digital Wallet,Unknown Location,2023-04-05,2023-04,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,True,True,False,False
2874,TXN_8485063,Juice,2,4.5,9.0,Digital Wallet,Takeaway,2023-08-25,2023-08,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2875,TXN_4733704,Salad,2,9.0,18.0,Credit Card,Unknown Location,2023-09-22,2023-09,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2876,TXN_3290361,Salad,1,9.0,9.0,Credit Card,In-store,2023-01-19,2023-01,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2877,TXN_5661239,Coffee,3,3.5,10.5,Credit Card,In-store,2023-05-05,2023-05,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2878,TXN_9509922,Juice,1,4.5,4.5,Digital Wallet,Takeaway,2023-09-07,2023-09,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2879,TXN_3533334,Sandwich,2,8.0,16.0,Cash,In-store,2023-09-12,2023-09,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2880,TXN_1149707,Coffee,2,3.5,7.0,Credit Card,In-store,2023-01-20,2023-01,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2881,TXN_4283579,Refresher,2,5.0,10.0,Credit Card,In-store,2023-04-02,2023-04,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2882,TXN_8545269,Refresher,1,5.0,5.0,Credit Card,In-store,2023-12-25,2023-12,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2883,TXN_8239736,Donut,3,2.0,6.0,Credit Card,Takeaway,2023-02-16,2023-02,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2884,TXN_2658038,Salad,1,9.0,9.0,Digital Wallet,In-store,2023-09-14,2023-09,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2885,TXN_5969432,Tea,2,3.0,6.0,Cash,In-store,2023-07-27,2023-07,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2886,TXN_9484682,Donut,3,2.0,6.0,Digital Wallet,In-store,2023-07-14,2023-07,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2887,TXN_2513415,Coffee,2,3.5,7.0,Unknown Payment,In-store,2023-03-23,2023-03,Thursday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
2888,TXN_4328101,Donut,1,2.0,2.0,Digital Wallet,In-store,2023-11-10,2023-11,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2889,TXN_4319691,Tea,5,3.0,15.0,Credit Card,In-store,2023-11-07,2023-11,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2890,TXN_1450294,Coffee,1,3.5,3.5,Cash,In-store,2023-12-13,2023-12,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2891,TXN_8542612,Sandwich,4,8.0,32.0,Credit Card,Takeaway,2023-10-07,2023-10,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2892,TXN_3566607,Coffee,1,3.5,3.5,Cash,In-store,2023-04-04,2023-04,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2893,TXN_2726679,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-03-03,2023-03,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2894,TXN_1001288,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-03-13,2023-03,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2895,TXN_7698732,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-01-17,2023-01,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2896,TXN_2988462,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-10-31,2023-10,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2897,TXN_3368839,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-08-07,2023-08,Monday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
2898,TXN_4551702,Coffee,5,3.5,17.5,Unknown Payment,Takeaway,2023-01-31,2023-01,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
2899,TXN_4407920,Coffee,3,3.5,10.5,Cash,In-store,2023-05-14,2023-05,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2900,TXN_3505865,Tea,1,3.0,3.0,Cash,In-store,2023-11-23,2023-11,Thursday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
2901,TXN_7524008,Juice,1,4.5,4.5,Cash,In-store,2023-03-15,2023-03,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2902,TXN_4326583,Tea,2,3.0,6.0,Credit Card,In-store,2023-06-06,2023-06,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2903,TXN_9560592,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-01-24,2023-01,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2904,TXN_6697564,Coffee,3,3.5,10.5,Digital Wallet,Takeaway,2023-03-21,2023-03,Tuesday,Weekday,British Columbia,True,False,False,False,False,False,False,False,False,False,False
2905,TXN_5171056,Donut,2,2.0,4.0,Digital Wallet,Takeaway,2023-08-01,2023-08,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2906,TXN_6525170,Coffee,2,3.5,7.0,Cash,Unknown Location,2023-12-14,2023-12,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2907,TXN_1974346,Refresher,2,5.0,10.0,Credit Card,In-store,2023-03-12,2023-03,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2908,TXN_6265300,Tea,2,3.0,6.0,Credit Card,In-store,2023-03-06,2023-03,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2909,TXN_5436976,Cookie,1,2.5,2.5,Credit Card,In-store,2023-10-13,2023-10,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2910,TXN_2296352,Sandwich,1,8.0,8.0,Cash,In-store,2023-04-08,2023-04,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2911,TXN_8506792,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-10-10,2023-10,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2912,TXN_4900632,Refresher,2,5.0,10.0,Digital Wallet,Takeaway,2023-03-13,2023-03,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2913,TXN_6659656,Tea,2,3.0,6.0,Unknown Payment,In-store,2023-03-18,2023-03,Saturday,Weekend,British Columbia,False,False,False,False,False,False,True,False,False,False,False
2914,TXN_4895145,Coffee,3,3.5,10.5,Cash,In-store,2023-08-10,2023-08,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2915,TXN_7061679,Tea,1,3.0,3.0,Credit Card,Takeaway,2023-07-11,2023-07,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2916,TXN_4433002,Coffee,2,3.5,7.0,Cash,Takeaway,2023-12-30,2023-12,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2917,TXN_5412069,Coffee,1,3.5,3.5,Cash,In-store,2023-08-16,2023-08,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2918,TXN_4203771,Cookie,2,2.5,5.0,Credit Card,Takeaway,2023-07-10,2023-07,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2919,TXN_2797943,Tea,3,3.0,9.0,Cash,In-store,2023-05-14,2023-05,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2920,TXN_9987733,Sandwich,3,8.0,24.0,Digital Wallet,In-store,2023-02-22,2023-02,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2921,TXN_8495863,Coffee,4,3.5,14.0,Cash,Takeaway,2023-02-07,2023-02,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2922,TXN_1931501,Refresher,5,5.0,25.0,Digital Wallet,Takeaway,2023-08-07,2023-08,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2923,TXN_4277552,Coffee,3,3.5,10.5,Digital Wallet,In-store,2023-07-27,2023-07,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2924,TXN_9162707,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-05-22,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2925,TXN_9362201,Sandwich,1,8.0,8.0,Cash,In-store,2023-01-26,2023-01,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2926,TXN_2213732,Coffee,2,3.5,7.0,Cash,In-store,2023-06-17,2023-06,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2927,TXN_5333987,Coffee,5,3.5,17.5,Digital Wallet,Unknown Location,2023-01-05,2023-01,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2928,TXN_1685532,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-07-27,2023-07,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2929,TXN_1956021,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-09-12,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2930,TXN_6200586,Coffee,4,3.5,14.0,Cash,In-store,2023-07-25,2023-07,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2931,TXN_8004535,Salad,1,9.0,9.0,Credit Card,In-store,2023-08-16,2023-08,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2932,TXN_9443767,Donut,2,2.0,4.0,Cash,In-store,2023-07-31,2023-07,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2933,TXN_9935095,Donut,3,2.0,6.0,Credit Card,Takeaway,2023-11-14,2023-11,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2934,TXN_8651243,Coffee,3,3.5,10.5,Cash,Unknown Location,2023-02-14,2023-02,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2935,TXN_2380546,Salad,3,9.0,27.0,Digital Wallet,Takeaway,2023-02-13,2023-02,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2936,TXN_9243563,Coffee,3,3.5,10.5,Digital Wallet,Takeaway,2023-05-22,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2937,TXN_5634281,Tea,2,3.0,6.0,Credit Card,In-store,2023-03-23,2023-03,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2938,TXN_6596096,Coffee,1,3.5,3.5,Credit Card,In-store,2023-08-31,2023-08,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2939,TXN_6051360,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-11-10,2023-11,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2940,TXN_9570905,Sandwich,3,8.0,24.0,Unknown Payment,Takeaway,2023-04-07,2023-04,Friday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
2941,TXN_6640815,Salad,1,9.0,9.0,Credit Card,In-store,2023-08-03,2023-08,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2942,TXN_2258839,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-02-09,2023-02,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2943,TXN_7686074,Sandwich,1,8.0,8.0,Cash,In-store,2023-04-25,2023-04,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2944,TXN_3036329,Refresher,2,5.0,10.0,Cash,In-store,2023-10-27,2023-10,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2945,TXN_4976560,Tea,1,3.0,3.0,Cash,Takeaway,2023-01-12,2023-01,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2946,TXN_2695842,Donut,3,2.0,6.0,Digital Wallet,In-store,2023-04-03,2023-04,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2947,TXN_9324173,Coffee,1,3.5,3.5,Cash,In-store,2023-10-05,2023-10,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2948,TXN_1801977,Coffee,1,3.5,3.5,Cash,In-store,2023-10-30,2023-10,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2949,TXN_7515080,Donut,1,2.0,2.0,Cash,Takeaway,2023-10-28,2023-10,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2950,TXN_4522996,Coffee,2,3.5,7.0,Digital Wallet,In-store,2023-01-09,2023-01,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2951,TXN_8077770,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-06-13,2023-06,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2952,TXN_4106969,Tea,1,3.0,3.0,Cash,In-store,2023-06-21,2023-06,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2953,TXN_7144911,Juice,4,4.5,18.0,Credit Card,Takeaway,2023-07-19,2023-07,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2954,TXN_8487552,Refresher,3,5.0,15.0,Credit Card,In-store,2023-03-17,2023-03,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2955,TXN_5969894,Tea,3,3.0,9.0,Digital Wallet,In-store,2023-03-02,2023-03,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2956,TXN_8624905,Salad,2,9.0,18.0,Cash,In-store,2023-10-04,2023-10,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2957,TXN_2382443,Salad,3,9.0,27.0,Credit Card,Takeaway,2023-12-01,2023-12,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2958,TXN_6938675,Refresher,3,5.0,15.0,Cash,In-store,2023-09-03,2023-09,Sunday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2959,TXN_4214127,Tea,4,3.0,12.0,Digital Wallet,In-store,2023-02-20,2023-02,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2960,TXN_4970543,Cookie,1,2.5,2.5,Credit Card,Takeaway,,,,,Newfoundland and Labrador,False,True,False,False,False,False,False,False,False,False,False
2961,TXN_8010490,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-03-10,2023-03,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2962,TXN_7555151,Donut,1,2.0,2.0,Digital Wallet,In-store,2023-11-21,2023-11,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2963,TXN_9054910,Sandwich,4,8.0,32.0,Cash,In-store,2023-11-28,2023-11,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2964,TXN_4846916,Sandwich,2,8.0,16.0,Digital Wallet,Unknown Location,2023-02-06,2023-02,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
2965,TXN_2784235,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-01-26,2023-01,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2966,TXN_8420122,Salad,2,9.0,18.0,Digital Wallet,Takeaway,2023-01-04,2023-01,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2967,TXN_8282957,Tea,3,3.0,9.0,Credit Card,Unknown Location,2023-05-29,2023-05,Monday,Weekday,Unknown Province,False,False,False,False,False,False,False,True,True,False,False
2968,TXN_1242552,Coffee,4,3.5,14.0,Cash,Takeaway,2023-05-23,2023-05,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2969,TXN_9758607,Sandwich,2,8.0,16.0,Cash,Unknown Location,2023-07-04,2023-07,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2970,TXN_5890460,Salad,3,9.0,27.0,Credit Card,In-store,2023-04-02,2023-04,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2971,TXN_2071054,Refresher,1,5.0,5.0,Cash,In-store,2023-07-16,2023-07,Sunday,Weekend,Newfoundland and Labrador,False,False,False,True,False,False,False,False,False,False,False
2972,TXN_6456341,Cookie,2,2.5,5.0,Credit Card,Unknown Location,2023-03-29,2023-03,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2973,TXN_5063301,Coffee,3,3.5,10.5,Digital Wallet,Takeaway,2023-08-09,2023-08,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2974,TXN_5204146,Coffee,3,3.5,10.5,Credit Card,Takeaway,2023-12-29,2023-12,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2975,TXN_2777500,Coffee,2,3.5,7.0,Cash,Unknown Location,2023-10-04,2023-10,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
2976,TXN_6755116,Coffee,1,3.5,3.5,Unknown Payment,Takeaway,2023-10-25,2023-10,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
2977,TXN_2461467,Tea,1,3.0,3.0,Cash,In-store,2023-04-03,2023-04,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2978,TXN_3242706,Donut,1,2.0,2.0,Cash,Takeaway,2023-06-30,2023-06,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2979,TXN_7090592,Coffee,2,3.5,7.0,Credit Card,In-store,2023-05-15,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2980,TXN_7311991,Juice,2,4.5,9.0,Credit Card,In-store,2023-09-12,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2981,TXN_7434570,Sandwich,4,8.0,32.0,Cash,In-store,2023-09-12,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2982,TXN_2259755,Juice,2,4.5,9.0,Cash,In-store,2023-07-17,2023-07,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2983,TXN_6481053,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-12-04,2023-12,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2984,TXN_6368525,Donut,1,2.0,2.0,Credit Card,In-store,2023-07-31,2023-07,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2985,TXN_3782799,Coffee,3,3.5,10.5,Cash,In-store,2023-11-25,2023-11,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2986,TXN_8765812,Donut,2,2.0,4.0,Cash,In-store,2023-07-30,2023-07,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2987,TXN_2785487,Sandwich,2,8.0,16.0,Digital Wallet,Takeaway,2023-04-12,2023-04,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2988,TXN_4347376,Sandwich,2,8.0,16.0,Credit Card,Takeaway,2023-06-08,2023-06,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2989,TXN_3131208,Juice,1,4.5,4.5,Cash,In-store,2023-06-14,2023-06,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2990,TXN_9537375,Juice,1,4.5,4.5,Credit Card,In-store,2023-03-06,2023-03,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2991,TXN_1197357,Donut,1,2.0,2.0,Cash,Takeaway,2023-10-09,2023-10,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2992,TXN_1973867,Coffee,1,3.5,3.5,Credit Card,In-store,2023-02-16,2023-02,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
2993,TXN_5203666,Refresher,2,5.0,10.0,Digital Wallet,In-store,2023-05-09,2023-05,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2994,TXN_4073066,Cookie,2,2.5,5.0,Cash,In-store,2023-05-27,2023-05,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2995,TXN_1529731,Sandwich,4,8.0,32.0,Unknown Payment,In-store,2023-01-27,2023-01,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,True,False,False,False,False
2996,TXN_7128959,Juice,3,4.5,13.5,Digital Wallet,In-store,2023-06-23,2023-06,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
2997,TXN_7773854,Coffee,2,3.5,7.0,Cash,In-store,2023-03-01,2023-03,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
2998,TXN_7163084,Coffee,2,3.5,7.0,Cash,Takeaway,2023-04-06,2023-04,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
2999,TXN_5096627,Coffee,2,3.5,7.0,Unknown Payment,Unknown Location,2023-10-02,2023-10,Monday,Weekday,British Columbia,False,False,False,False,False,False,True,True,False,False,False
3000,TXN_4664133,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-08-22,2023-08,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3001,TXN_7084011,Donut,5,2.0,10.0,Credit Card,In-store,2023-06-15,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3002,TXN_8474887,Coffee,2,3.5,7.0,Cash,In-store,2023-11-29,2023-11,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3003,TXN_7807522,Salad,4,9.0,36.0,Cash,In-store,2023-05-12,2023-05,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3004,TXN_8627214,Sandwich,4,8.0,32.0,Credit Card,Takeaway,2023-10-31,2023-10,Tuesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
3005,TXN_3821447,Tea,2,3.0,6.0,Digital Wallet,Takeaway,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
